"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","","Geschlecht","Alter","Netto-Haushaltseinkommen (insgesamt)","Höchster Bildungsabschluss und berufliche Qualifikation","Deine Postleitzahl","Dein Bundesland",""," [Die Nutzung eines Nachhaltigkeits-Dashboards wäre für mich nützlich.]"," [Ich stelle mir die Nutzung des Dashboards in meiner Umgebung angenehm vor.]"," [Die Nutzung des Dashboards wird meine Lebensqualität verbessern.]"," [Die Nutzung des Nachhaltigkeits-Dashboards wird kompliziert für mich sein. ]"," [Um sicherzustellen, dass Du die Fragen aufmerksam liest, wähle bitte bei der folgenden Aussage ""Stimme eher zu"" aus.]",""," [Mein Umfeld erwartet von mir, dass ich Technologien wie das digitale Nachhaltigkeits-Dashboard nutze.]"," [Es ist mir wichtig, den Erwartungen in meinem Umfeld bei der Nutzung von neuen Technologien wie dem Nachhaltigkeits-Dashboard gerecht zu werden.]"," [Es wird allgemein erwartet, dass ich moderne Lösungen wie das Nachhaltigkeits-Dashboard nutze.]"," [Ein einfacher Zugang zu Informationen über die Funktion und Inhalte des Dashboards erleichtern mir die Nutzung.]"," [Ein Mangel an Zeit könnte mich davon abhalten, das Nachhaltigkeits-Dashboard zu nutzen.]"," [Ich habe die erforderlichen Kenntnisse, um das Nachhaltigkeits-Dashboard in meiner Umgebung zu nutzen.]"," [Ich bin sicher, dass ich das Nachhaltigkeits-Dashboard problemlos nutzen kann.]"," [Es ist einfach für mich, Anwendungen wie das Nachhaltigkeits-Dashboard zu verstehen und zu nutzen.]"," [Ich beabsichtige, das Dashboard über Nachhaltigkeitsinformationen in naher Zukunft zu nutzen, wenn sich hierzu die Gelegenheit bietet.]"
"325","1980-01-01 00:00:00","6","de","2025570507","68405931-c9a0-8b29-0046-bd1894a2486a","Männlich","18-35","2000 - unter 3000 Euro","Bachelor-Abschluss","18055","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Eher wichtig","Trifft weitgehend zu","Trifft überwiegend zu","Trifft teilweise zu","Sehr gute Kenntnisse","Trifft überwiegend zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"326","1980-01-01 00:00:00","6","de","1297030402","68405939-6ae7-df96-5fba-bb2702635199","Männlich","36-45","5000 Euro und mehr","Master-Abschluss","19053","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Sehr geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich zu","Möglicherweise beabsichtigt"
"328","1980-01-01 00:00:00","6","de","157337775","68405de2-543f-ccbc-2659-81ff2cb9ec65","Männlich","66+","3000 - unter 4000 Euro","Mittlere Reife","19243","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich eher zu","Geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft überwiegend zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"329","1980-01-01 00:00:00","6","de","1000415481","68405faf-be46-c9ba-7f16-95f2de587a2b","Weiblich","36-45","4000 - unter 5000 Euro","Abitur","18442","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher beabsichtigt"
"330","1980-01-01 00:00:00","6","de","1118345830","68406144-2d2f-ebc8-294b-8164ada24cb5","Männlich","36-45","2000 - unter 3000 Euro","Mittlere Reife","17033","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Geringe Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"332","1980-01-01 00:00:00","6","de","1504667742","684063d8-60e6-8aa7-2f5a-753de364a5a2","Weiblich","18-35","2000 - unter 3000 Euro","Mittlere Reife","18435","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich nicht zu","Keine Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft vollkommen zu.","Stimme ich vollumfänglich zu","Überhaupt nicht beabsichtigt"
"338","1980-01-01 00:00:00","6","de","47673963","68406af0-25b1-26a5-b99a-ffb0f2b6fb68","Männlich","66+","4000 - unter 5000 Euro","Master-Abschluss","18442","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Stimme ich überhaupt nicht zu","Keine Verbesserung","Kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Stimme ich eher zu","Überhaupt nicht beabsichtigt"
"339","1980-01-01 00:00:00","6","de","1517883653","68406c1a-d82e-5ed7-4322-51de02bd0072","Männlich","56-65","2000 - unter 3000 Euro","Abitur","17159","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft überwiegend zu","Trifft teilweise zu","Trifft überwiegend zu","Geringe Kenntnisse","Trifft eher nicht zu.","Teils / Teils","Möglicherweise beabsichtigt"
"343","1980-01-01 00:00:00","6","de","684283998","68406c41-b8b8-0daf-f1d6-710e78d6e191","Männlich","56-65","4000 - unter 5000 Euro","Master-Abschluss","18249","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich eher zu","Geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Kaum wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher nicht beabsichtigt."
"347","1980-01-01 00:00:00","6","de","1134591164","68406da0-3d31-cdab-3397-5cba25879373","Männlich","36-45","2000 - unter 3000 Euro","Hauptschulabschluss","19063","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Sehr geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft teilweise zu","Sehr geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"348","1980-01-01 00:00:00","6","de","161680619","6840752b-2ac1-4657-947d-feab703ed2a1","Männlich","18-35","3000 - unter 4000 Euro","Hauptschulabschluss","19055","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher nicht zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"352","1980-01-01 00:00:00","6","de","1526866749","6840774b-6fd1-58bd-f4f5-4d5beb30809d","Männlich","46-55","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","18147","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Kaum wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft teilweise zu","Sehr gute Kenntnisse","Trifft überwiegend zu.","Stimme ich vollumfänglich zu","Beabsichtigt"
"354","1980-01-01 00:00:00","6","de","93685300","68407859-0c05-b7b2-3cf2-22a73227fc91","Männlich","36-45","2000 - unter 3000 Euro","Mittlere Reife","17309","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft eher nicht zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"358","1980-01-01 00:00:00","6","de","1860042747","68407bce-4613-b7d1-2d3b-37b458075f3f","Männlich","36-45","2000 - unter 3000 Euro","Mittlere Reife","19061","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Deutliche Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft überwiegend zu","Sehr geringe Kenntnisse","Trifft eher nicht zu.","Stimme ich eher nicht zu","Eher beabsichtigt"
"359","1980-01-01 00:00:00","6","de","877905600","684081b5-2404-5892-55d0-8e75379b9a1f","Männlich","36-45","2000 - unter 3000 Euro","Bachelor-Abschluss","19370","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Teils / Teils","Keine Verbesserung","Kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Kaum wichtig","Trifft teilweise zu","Trifft kaum zu","Trifft kaum zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Nicht beabsichtigt"
"360","1980-01-01 00:00:00","6","de","687983395","68408539-28aa-d92f-0a3a-98bdff27a12c","Weiblich","46-55","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","17237","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Teils / Teils","Keine Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft teilweise zu","Gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher beabsichtigt"
"361","1980-01-01 00:00:00","6","de","1378382688","68408583-78f8-6f1b-b1b7-353a238f8307","Weiblich","36-45","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","17438","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher nicht zu","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Überhaupt nicht wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft weitgehend zu","Sehr geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Nicht beabsichtigt"
"362","1980-01-01 00:00:00","6","de","590991990","6840868c-a53a-5e68-a5ce-f45d3fc85dfb","Weiblich","36-45","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17033","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Kaum wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft eher nicht zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher beabsichtigt"
"363","1980-01-01 00:00:00","6","de","796580730","684087d5-9946-ab58-4fdf-972362de0612","Männlich","36-45","3000 - unter 4000 Euro","Abitur","18437","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Kaum wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Eher beabsichtigt"
"367","1980-01-01 00:00:00","6","de","1401128424","684087e7-ffd4-2b54-929d-2a3d9e702c29","Weiblich","66+","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18057","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich nicht zu","Keine Verbesserung","Kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft eher nicht zu","Überhaupt keine Kenntnisse","Trifft nicht zu.","Teils / Teils","Nicht beabsichtigt"
"368","1980-01-01 00:00:00","6","de","1789633362","6840892d-7c3d-e096-0c1c-68b69bbe8bd4","Weiblich","46-55","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18573","Mecklenburg-Vorpommern","1","Stimme ich vollumfänglich zu","Stimme ich vollumfänglich zu","Deutliche Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft eher nicht zu","Trifft vollständig zu","Trifft überhaupt nicht zu","Gute Kenntnisse","Trifft vollkommen zu.","Stimme ich vollumfänglich zu","Definitiv beabsichtigt"
"373","1980-01-01 00:00:00","6","de","272621379","68408c66-49f8-cc4b-c7fc-956e49c1ea5c","Männlich","66+","Unter 1000 Euro","Bachelor-Abschluss","18146","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich nicht zu","Keine Verbesserung","Extrem kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft vollkommen zu","Überhaupt keine Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich überhaupt nicht zu","Überhaupt nicht beabsichtigt"
"374","1980-01-01 00:00:00","6","de","337262266","68408c86-a372-8862-12a1-03dc293868a0","Weiblich","18-35","3000 - unter 4000 Euro","Abitur","19067","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Mäßige Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Sehr gute Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Eher beabsichtigt"
"375","1980-01-01 00:00:00","6","de","622801893","68409303-e27d-a440-4f24-6131025f4f43","Männlich","46-55","5000 Euro und mehr","Abitur","17033","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Geringe Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft eher nicht zu","Sehr geringe Kenntnisse","Trifft eher nicht zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"376","1980-01-01 00:00:00","6","de","2060862950","68409617-60dd-8ff5-0355-3a990aa6ffe3","Männlich","18-35","5000 Euro und mehr","Abgeschlossene Berufsausbildung","18246","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Große Verbesserung","Extrem kompliziert","Stimme eher zu","0","Trifft kaum zu","Überhaupt nicht wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft eher nicht zu","Sehr gute Kenntnisse","Trifft vollkommen zu.","Stimme ich zu","Definitiv beabsichtigt"
"378","1980-01-01 00:00:00","6","de","1739987532","6840969b-c09a-5e56-40e1-014c3edaeb91","Weiblich","36-45","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17207","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft eher nicht zu.","Stimme ich zu","Eher nicht beabsichtigt."
"379","1980-01-01 00:00:00","6","de","1970836661","68409ace-be60-4d77-e19a-3e44b572863e","Männlich","46-55","5000 Euro und mehr","Master-Abschluss","17036","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Große Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Sehr wichtig","Trifft weitgehend zu","Trifft weitgehend zu","Trifft weitgehend zu","Sehr gute Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Eher nicht beabsichtigt."
"382","1980-01-01 00:00:00","6","de","1769719684","6840a2ba-5f23-d527-576b-c50ec6472ddf","Weiblich","46-55","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","17033","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich eher nicht zu","Keine Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft teilweise zu","Gute Kenntnisse","Trift teilweise zu.","Stimme ich eher zu","Nicht beabsichtigt"
"383","1980-01-01 00:00:00","6","de","850677341","6840a364-3447-ec36-ee0f-b3bbd4f5647b","Weiblich","18-35","2000 - unter 3000 Euro","Abitur","19230","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft teileweise zu","Kaum wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft nicht zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"384","1980-01-01 00:00:00","6","de","1434620120","6840a442-6818-bb92-adec-510393a35598","Weiblich","18-35","1000 - unter 2000 Euro","Abitur","17098","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft weitgehend zu","Trifft teilweise zu","Trifft überwiegend zu","Sehr gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher beabsichtigt"
"385","1980-01-01 00:00:00","6","de","1802589935","6840a86e-afa1-dbd3-3763-69250f413b46","Weiblich","18-35","1000 - unter 2000 Euro","Abitur","17237","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Teils / Teils","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher beabsichtigt"
"387","1980-01-01 00:00:00","6","de","709630623","6840ab35-7567-1feb-1dda-6c72392825bb","Weiblich","36-45","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","17252","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft weitgehend zu","Grundlegende Kenntnisse","Trifft vollkommen zu.","Stimme ich zu","Definitiv beabsichtigt"
"389","1980-01-01 00:00:00","6","de","555958893","6840b6b5-2521-ed9a-9d34-c40f94c7c1ee","Weiblich","56-65","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","17192","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"390","1980-01-01 00:00:00","6","de","469356901","6840ba4e-6ca5-275c-15a3-d76ec5890699","Männlich","36-45","4000 - unter 5000 Euro","Master-Abschluss","19055","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich eher zu","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft teilweise zu","Gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher beabsichtigt"
"391","1980-01-01 00:00:00","6","de","966266979","6840bae6-6af4-ba1a-a2a5-48804d8cbb10","Weiblich","46-55","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","17358","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Stimme ich überhaupt nicht zu","Keine Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft vollkommen zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Überhaupt nicht beabsichtigt"
"392","1980-01-01 00:00:00","6","de","483334927","6840be5e-b3b6-186f-185c-1d8a55bb14b2","Divers","18-35","Unter 1000 Euro","Hauptschulabschluss","17406","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"400","1980-01-01 00:00:00","6","de","1815955890","6840f3b9-58bd-9711-9498-5f999cd6ea85","Männlich","66+","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","18246","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Große Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft kaum zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Stimme ich zu","Beabsichtigt"
"401","1980-01-01 00:00:00","6","de","1106743246","6840ff6c-202c-f240-e0d3-5734c5dbb212","Weiblich","46-55","1000 - unter 2000 Euro","Mittlere Reife","17209","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Mäßige Verbesserung","Kompliziert","Stimme eher zu","0","Trifft teileweise zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich überhaupt nicht zu","Möglicherweise beabsichtigt"
"402","1980-01-01 00:00:00","6","de","1490658992","68410581-1754-024f-539e-03d3d5ee5605","Männlich","36-45","1000 - unter 2000 Euro","Hauptschulabschluss","18435","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Möglicherweise beabsichtigt"
"403","1980-01-01 00:00:00","6","de","1806953957","684113c6-9f07-dd63-f9d7-7d7cead37f3b","Männlich","36-45","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18147","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"405","1980-01-01 00:00:00","6","de","1827701648","684116c2-e3b6-3f63-9b58-beb3c9b370f0","Weiblich","46-55","1000 - unter 2000 Euro","Mittlere Reife","17328","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher nicht zu","Geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Mäßig wichtig","Trifft überwiegend zu","Trifft teilweise zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Möglicherweise beabsichtigt"
"406","1980-01-01 00:00:00","6","de","55119777","68411ddd-c72d-4d08-634c-7cee48904b18","Männlich","18-35","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","17321","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Keine Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft weitgehend zu","Trifft vollständig zu","Trifft kaum zu","Grundlegende Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Beabsichtigt"
"407","1980-01-01 00:00:00","6","de","1378262080","68411ee9-eca1-409b-bb97-fe2d6168a63c","Männlich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18109","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Sehr geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Kaum wichtig","Trifft kaum zu","Trifft überwiegend zu","Trifft weitgehend zu","Grundlegende Kenntnisse","Trifft überwiegend zu.","Stimme ich eher zu","Eher nicht beabsichtigt."
"408","1980-01-01 00:00:00","6","de","1958170654","68413671-0194-1cbc-4b01-a121a443a8ff","Weiblich","18-35","5000 Euro und mehr","Abgeschlossene Berufsausbildung","19370","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft weitgehend zu","Überhaupt keine Kenntnisse","Trifft vollkommen zu.","Stimme ich vollumfänglich zu","Möglicherweise beabsichtigt"
"410","1980-01-01 00:00:00","6","de","1398686711","684138d1-74eb-0346-2a8d-eeecc88aa8c9","Männlich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","19243","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Keine Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft überwiegend zu","Sehr gute Kenntnisse","Trifft vollkommen zu.","Stimme ich zu","Beabsichtigt"
"414","1980-01-01 00:00:00","6","de","1119870015","68414245-3f3f-c2ce-9ebe-ce3e143dcf97","Weiblich","18-35","2000 - unter 3000 Euro","Mittlere Reife","18236","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Teils / Teils","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft eher nicht zu.","Teils / Teils","Eher beabsichtigt"
"419","1980-01-01 00:00:00","6","de","1018775790","68414786-e4fb-649d-d6ef-12e7e7e1f0d1","Männlich","56-65","4000 - unter 5000 Euro","Bachelor-Abschluss","17235","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Eher wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Stimme ich zu","Möglicherweise beabsichtigt"
"421","1980-01-01 00:00:00","6","de","1759184465","68414ad2-1ca3-7492-d17b-6c8d0ef511b8","Weiblich","18-35","3000 - unter 4000 Euro","Bachelor-Abschluss","19061","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich zu","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft weitgehend zu","Grundlegende Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Definitiv beabsichtigt"
"423","1980-01-01 00:00:00","6","de","1512099561","68414be9-653c-ee40-09c9-5d674c7a077c","Männlich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","18069","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Sehr wichtig","Trifft weitgehend zu","Trifft überwiegend zu","Trifft überwiegend zu","Sehr gute Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Beabsichtigt"
