"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","","Geschlecht","Alter","Netto-Haushaltseinkommen insgesamt","Höchster Bildungsabschluss bzw. berufliche Qualifikation","Dein Bundesland","Deine Postleitzahl",""," [Die Nutzung dieser urbanen AR-Anwendung wäre für mich nützlich.]"," [Ich stelle mir die Nutzung dieser AR-Anwendung in der Stadt angenehm vor.]"," [Die Nutzung dieser AR-Anwendung wird meine Lebensqualität in der Stadt verbessern.]"," [Durch die Nutzung dieser AR-Anwendung würde ich Zeit bei der Suche nach Informationen in der Stadt sparen.]"," [Die Nutzung von Augmented-Reality-Anwendungen wird für mich kompliziert sein. ]"," [Um sicherzustellen, dass Du die Fragen aufmerksam liest, wähle bitte bei der folgenden Aussage ""Stimme eher zu"" aus.]",""," [Es ist mir wichtig, den Erwartungen meiner Freunde hinsichtlich der Nutzung dieser urbanen AR-Anwendung zu entsprechen.]"," [Es ist mir wichtig, den Erwartungen von weiteren Personen in meinem Umfeld bei der Nutzung neuer Technologien wie Augmented-Reality-Anwendungen  zu entsprechen.]"," [Mein Umfeld ist der Meinung, dass es vorteilhaft wäre, wenn ich moderne Technologien wie Augmented-Reality-Anwendungen nutze.]"," [Ich glaube, dass ich in meinem Alltag genügend Gelegenheiten haben werde, diese AR-Anwendung sinnvoll zu nutzen.]"," [Ich habe die notwendigen Ressourcen (z.B. ein kompatibles Smartphone), um diese urbane AR-Anwendung zu nutzen.]"," [Ein einfacher Zugang zu Informationen über diese urbane AR-Anwendung würde mir die Verwendung erleichtern.]"," [Ich habe die erforderlichen Kenntnisse, um Augmented-Reality Anwendungen in meiner Stadt zu nutzen.]"," [Ich habe die Kontrolle darüber, Augmented-Reality-Anwendungen zu nutzen.]"," [Ich bin sicher, dass ich Augmented-Reality-Anwendungen nutzen kann, wenn ich möchte.]"," [Es ist einfach für mich, Augmented-Reality-Anwendungen in der Stadt zu nutzen.]"," [Ich beabsichtige, diese AR-Anwendung für Stadtinformationen in naher Zukunft zu nutzen, wenn sie verfügbar ist.]"
"472","1980-01-01 00:00:00","6","de","824192620","6845df99-ac87-6dc4-a1ce-e6489d817797","Männlich","18-35","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","80809","0","Stimme ich zu","Trifft vollumfänglich zu","Große Verbesserung","Sehr große Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft teilweise zu","Trifft vollständig zu","Trifft vollständig zu","Sehr wahrscheinlich","Gute Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Beabsichtigt"
"474","1980-01-01 00:00:00","6","de","713106763","6845e676-d63d-c618-db79-468ff215ebb3","Weiblich","18-35","Unter 1000 Euro","Hauptschulabschluss","Bayern","85716","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"478","1980-01-01 00:00:00","6","de","415054206","6845f51c-b1a3-df5c-25f4-03cd3d623b2b","Männlich","18-35","5000 Euro und mehr","Abitur","Bayern","80689","0","Stimme ich eher zu","Trifft zu","Deutliche Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft vollständig zu","Wahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Wenig sicher","Trifft überwiegend zu","Eher beabsichtigt"
"482","1980-01-01 00:00:00","6","de","1497631376","68462117-2172-2d38-efe6-0b5d104c2f1b","Weiblich","18-35","5000 Euro und mehr","Bachelor-Abschluss","Bayern","80331","0","Teils / Teils","Trifft weitgehend zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft überwiegend zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher beabsichtigt"
"486","1980-01-01 00:00:00","6","de","1843422627","68463d0e-3d09-1a37-eb77-47a7d397e7d5","Weiblich","18-35","Unter 1000 Euro","Abitur","Bayern","81579","0","Stimme ich zu","Trifft zu","Große Verbesserung","Deutliche Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft zu","Wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft teilweise zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft weitgehend zu","Definitiv beabsichtigt"
"490","1980-01-01 00:00:00","6","de","200449226","68468a3d-34b5-ae6e-100e-84c7ed77b21d","Weiblich","36-45","3000 - unter 4000 Euro","Abitur","Bayern","85716","0","Teils / Teils","Trifft weitgehend zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft überwiegend zu","Trifft teilweise zu","Trifft überwiegend zu","Wenig wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher nicht beabsichtigt"
"491","1980-01-01 00:00:00","6","de","1376944182","68468d3f-bbcc-1db2-e6f2-7c87b7552f38","Männlich","46-55","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","81539","0","Stimme ich überhaupt nicht zu","Trifft eher nicht zu","Geringe Verbesserung","Geringe Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft kaum zu","Trifft überwiegend zu","Trifft überwiegend zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Möglicherweise beabsichtigt"
"493","1980-01-01 00:00:00","6","de","1821849741","68469bce-68e2-b814-42fe-48fc26d0cfbd","Männlich","36-45","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","Bayern","82008","0","Teils / Teils","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft überwiegend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Geringe Kontrolle","Sehr sicher","Trifft überwiegend zu","Eher nicht beabsichtigt"
"494","1980-01-01 00:00:00","6","de","1945507383","6846a2e0-6baf-d969-76e3-e93f04f40430","Weiblich","36-45","2000 - unter 3000 Euro","Master-Abschluss","Bayern","85579","0","Stimme ich eher nicht zu","Trifft eher nicht zu","Sehr geringe Verbesserung","Sehr geringe Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft kaum zu","Nicht wichtig","Trifft teilweise zu","Trifft eher nicht zu","Trifft kaum zu","Unwahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Sehr  unsicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"495","1980-01-01 00:00:00","6","de","933613729","6846a336-f589-d046-9146-4dba62b237b5","Weiblich","36-45","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","80807","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft teilweise zu","Wenig wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"497","1980-01-01 00:00:00","6","de","214662939","6846ab78-fbd3-93b7-5a19-9d6d31b5b0ec","Weiblich","56-65","2000 - unter 3000 Euro","Mittlere Reife","Bayern","80687","0","Stimme ich eher nicht zu","Trifft eher nicht zu","Sehr geringe Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft überwiegend zu","Wenig wahrscheinlich","Sehr geringe Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft teilweise zu","Nicht beabsichtigt"
"499","1980-01-01 00:00:00","6","de","1750797958","6846af09-05d4-82b1-eea7-f027ba6f5686","Weiblich","18-35","5000 Euro und mehr","Master-Abschluss","Bayern","80802","0","Teils / Teils","Trifft eher nicht zu","Sehr geringe Verbesserung","Geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft nicht zu","Eher nicht beabsichtigt"
"500","1980-01-01 00:00:00","6","de","1309456438","6846aff0-0243-d49f-7954-c1ff6e4ec7a2","Männlich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","85609","0","Stimme ich zu","Trifft vollumfänglich zu","Große Verbesserung","Deutliche Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft vollständig zu","Wahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Beabsichtigt"
"503","1980-01-01 00:00:00","6","de","1981956569","6846c202-bccf-14d5-bd0c-b7e996bcfc54","Weiblich","18-35","3000 - unter 4000 Euro","Abitur","Bayern","80939","0","Stimme ich eher zu","Trifft weitgehend zu","Mäßige Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wenig wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft vollständig zu","Wahrscheinlich","Sehr gute Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft teilweise zu","Beabsichtigt"
"504","1980-01-01 00:00:00","6","de","1644606102","6846c4dc-251b-8f40-0c16-d07563c7f8ed","Weiblich","18-35","3000 - unter 4000 Euro","Bachelor-Abschluss","Bayern","81829","0","Stimme ich eher nicht zu","Trifft eher zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Nicht wichtig","Trifft überwiegend zu","Trifft teilweise zu","Trifft kaum zu","Unwahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Vollkommen sicher","Trifft nicht zu","Möglicherweise beabsichtigt"
"505","1980-01-01 00:00:00","6","de","638878087","6846c775-c281-3aca-b8ad-cf80bf7ab0b8","Männlich","18-35","5000 Euro und mehr","Master-Abschluss","Bayern","80637","0","Stimme ich zu","Trifft weitgehend zu","Deutliche Verbesserung","Große Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Nicht wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft weitgehend zu","Sehr wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Vollkommen sicher","Trifft teilweise zu","Eher beabsichtigt"
"507","1980-01-01 00:00:00","6","de","1579326778","6846c90f-9f70-5c90-a07b-0a72e4587c9f","Weiblich","36-45","5000 Euro und mehr","Abgeschlossene Berufsausbildung","Bayern","81675","0","Stimme ich zu","Trifft weitgehend zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft weitgehend zu","Trifft vollständig zu","Wahrscheinlich","Ausgezeichnete Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"508","1980-01-01 00:00:00","6","de","2129265062","6846c95f-cdd0-f404-a895-32a6b38b7b47","Weiblich","18-35","Unter 1000 Euro","Hauptschulabschluss","Bayern","85521","0","Stimme ich nicht zu","Trifft nicht zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wenig wichtig","Trifft teilweise zu","Trifft kaum zu","Trifft teilweise zu","Wenig wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft überwiegend zu","Nicht beabsichtigt"
"510","1980-01-01 00:00:00","6","de","444281619","6846ce73-e32e-6ea8-1b33-94a0b23fa021","Weiblich","18-35","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","80999","0","Stimme ich zu","Trifft vollumfänglich zu","Deutliche Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Eher wichtig","Trifft weitgehend zu","Trifft weitgehend zu","Trifft vollständig zu","Sehr wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"512","1980-01-01 00:00:00","6","de","962307824","6846da3d-17e6-445e-4f23-6f86e9ef8867","Weiblich","18-35","Unter 1000 Euro","Abitur","Bayern","81547","0","Teils / Teils","Trifft eher zu","Deutliche Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft überwiegend zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"513","1980-01-01 00:00:00","6","de","1230309738","6846de2b-65e1-4949-0e22-e06897a78d2a","Männlich","18-35","4000 - unter 5000 Euro","Bachelor-Abschluss","Bayern","80331","0","Stimme ich vollumfänglich zu","Trifft weitgehend zu","Große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft vollkommen zu","Sehr wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft überwiegend zu","Eher wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Sehr sicher","Trifft weitgehend zu","Beabsichtigt"
"514","1980-01-01 00:00:00","6","de","31496984","6846e320-bc98-4e49-9266-ce7d7431c2a4","Männlich","36-45","5000 Euro und mehr","Abgeschlossene Berufsausbildung","Bayern","80937","0","Stimme ich zu","Trifft zu","Sehr große Verbesserung","Große Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft vollständig zu","Wahrscheinlich","Ausgezeichnete Kenntnisse","Weitgehende Kontrolle","Vollkommen sicher","Trifft eher nicht zu","Eher beabsichtigt"
"515","1980-01-01 00:00:00","6","de","1314516220","68470e56-db43-6abb-6c74-1686bdb69422","Weiblich","56-65","1000 - unter 2000 Euro","Abitur","Bayern","80999","0","Teils / Teils","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Eher wahrscheinlich","Überhaupt keine Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"520","1980-01-01 00:00:00","6","de","1147094915","684714f6-e089-c8c6-6044-cb9c0936d7c8","Männlich","18-35","5000 Euro und mehr","Abgeschlossene Berufsausbildung","Bayern","80995","0","Stimme ich vollumfänglich zu","Trifft vollumfänglich zu","Sehr große Verbesserung","Sehr große Zeitersparnis","Sehr kompliziert","Stimme eher zu","0","Trifft zu","Extrem wichtig","Trifft vollständig zu","Trifft vollständig zu","Trifft vollständig zu","Sehr wahrscheinlich","Sehr gute Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Beabsichtigt"
"521","1980-01-01 00:00:00","6","de","1586769987","6847173a-5279-74b2-0b6c-29ca82501370","Weiblich","36-45","5000 Euro und mehr","Abgeschlossene Berufsausbildung","Bayern","85540","0","Teils / Teils","Trifft eher nicht zu","Geringe Verbesserung","Geringe Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft weitgehend zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"522","1980-01-01 00:00:00","6","de","972760838","68471a79-66cb-1f19-b933-c8908805dbeb","Weiblich","18-35","Unter 1000 Euro","Bachelor-Abschluss","Bayern","80634","0","Stimme ich eher zu","Trifft weitgehend zu","Deutliche Verbesserung","Große Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft kaum zu","Trifft überwiegend zu","Trifft überwiegend zu","Eher wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher beabsichtigt"
"523","1980-01-01 00:00:00","6","de","200685161","68471f3c-d2ca-09bf-3120-14b01cb49623","Weiblich","18-35","1000 - unter 2000 Euro","Hauptschulabschluss","Bayern","80807","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft weitgehend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Sehr geringe Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"528","1980-01-01 00:00:00","6","de","734528764","6847508b-9925-5d82-cb45-69371cbc28fd","Männlich","36-45","5000 Euro und mehr","Master-Abschluss","Bayern","80336","0","Teils / Teils","Trifft weitgehend zu","Geringe Verbesserung","Große Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft vollständig zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"529","1980-01-01 00:00:00","6","de","1654124480","684751eb-0f20-2ea0-f64f-abb533041984","Weiblich","46-55","5000 Euro und mehr","Abitur","Bayern","81243","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft überwiegend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher beabsichtigt"
"535","1980-01-01 00:00:00","6","de","336157018","6847abe6-49d7-c197-75ba-8780ecdbfc78","Weiblich","56-65","1000 - unter 2000 Euro","Abitur","Bayern","81543","0","Stimme ich vollumfänglich zu","Trifft vollumfänglich zu","Sehr große Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft teilweise zu","Sehr wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Unsicher","Trifft eher nicht zu","Möglicherweise beabsichtigt"
"536","1980-01-01 00:00:00","6","de","2019460425","6847add3-e419-7439-1c41-979772b2222a","Weiblich","18-35","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","81927","0","Teils / Teils","Trifft eher nicht zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft überwiegend zu","Trifft kaum zu","Trifft vollständig zu","Unwahrscheinlich","Gute Kenntnisse","Geringe Kontrolle","Ziemlich sicher","Trifft teilweise zu","Überhaupt nicht beabsichtigt"
"537","1980-01-01 00:00:00","6","de","1467594907","6847b61e-e1ce-f820-aa9e-173a5c648e68","Männlich","36-45","5000 Euro und mehr","Mittlere Reife","Bayern","81249","0","Stimme ich zu","Trifft zu","Sehr große Verbesserung","Sehr große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft vollständig zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"538","1980-01-01 00:00:00","6","de","1363933038","6847c3e8-188d-e570-0511-23d571c8b693","Weiblich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","82166","0","Teils / Teils","Trifft weitgehend zu","Sehr geringe Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft überwiegend zu","Unwahrscheinlich","Überhaupt keine Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft überhaupt nicht zu","Nicht beabsichtigt"
"541","1980-01-01 00:00:00","6","de","1367844307","6847e53f-a397-38cd-545a-6e64ef2042e9","Weiblich","36-45","2000 - unter 3000 Euro","Bachelor-Abschluss","Bayern","85521","0","Stimme ich nicht zu","Trifft nicht zu","Geringe Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Wichtig","Trifft überwiegend zu","Trifft teilweise zu","Trifft teilweise zu","Eher wahrscheinlich","Sehr geringe Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft nicht zu","Nicht beabsichtigt"
"542","1980-01-01 00:00:00","6","de","135392370","6847e6de-f682-c3e9-f802-5991602f24cb","Weiblich","18-35","4000 - unter 5000 Euro","Bachelor-Abschluss","Bayern","81475","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft teilweise zu","Trifft kaum zu","Trifft überwiegend zu","Eher wahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft teilweise zu","Eher beabsichtigt"
"543","1980-01-01 00:00:00","6","de","2118388504","6847efd1-4a44-2f75-a6cf-b9471313df7b","Weiblich","18-35","1000 - unter 2000 Euro","Mittlere Reife","Bayern","80933","0","Stimme ich eher nicht zu","Trifft nicht zu","Mäßige Verbesserung","Sehr geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Nicht wichtig","Trifft teilweise zu","Trifft kaum zu","Trifft teilweise zu","Sehr unwahrscheinlich","Gute Kenntnisse","Sehr geringe Kontrolle","Ziemlich sicher","Trifft eher nicht zu","Nicht beabsichtigt"
"546","1980-01-01 00:00:00","6","de","1954038308","6848177d-09cb-32f9-ebab-ab94b180e89d","Weiblich","18-35","1000 - unter 2000 Euro","Abitur","Bayern","82049","0","Stimme ich eher zu","Trifft eher zu","Mäßige Verbesserung","Große Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Nicht wichtig","Trifft weitgehend zu","Trifft kaum zu","Trifft überwiegend zu","Wenig wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Ziemlich sicher","Trifft teilweise zu","Eher beabsichtigt"
"547","1980-01-01 00:00:00","6","de","524230102","684817bd-08a1-ef88-364e-59df62c7e7aa","Männlich","18-35","2000 - unter 3000 Euro","Mittlere Reife","Bayern","80992","0","Teils / Teils","Trifft weitgehend zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft zu","Sehr wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft teilweise zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Sehr sicher","Trifft überwiegend zu","Beabsichtigt"
"549","1980-01-01 00:00:00","6","de","1293696454","6848453c-2543-5326-75d2-a830ec4fad9f","Weiblich","36-45","1000 - unter 2000 Euro","Mittlere Reife","Bayern","81379","0","Teils / Teils","Trifft eher nicht zu","Geringe Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Unwahrscheinlich","Überhaupt keine Kenntnisse","Überhaupt keine Kontrolle","Überhaupt nicht sicher","Trifft überhaupt nicht zu","Nicht beabsichtigt"
"556","1980-01-01 00:00:00","6","de","930884432","68486ea0-516d-220d-b05c-38eec5b18534","Weiblich","36-45","5000 Euro und mehr","Abgeschlossene Berufsausbildung","Bayern","80809","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft eher nicht zu","Trifft eher nicht zu","Unwahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"562","1980-01-01 00:00:00","6","de","363251882","6848864b-6d03-07a8-b188-bff8f4f558b8","Männlich","46-55","5000 Euro und mehr","Master-Abschluss","Bayern","81763 ","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft überwiegend zu","Sehr wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher beabsichtigt"
"563","1980-01-01 00:00:00","6","de","1607034458","68488896-cffb-81e3-20df-9916a70a7a38","Weiblich","36-45","1000 - unter 2000 Euro","Bachelor-Abschluss","Bayern","81927","0","Stimme ich eher nicht zu","Trifft eher nicht zu","Sehr geringe Verbesserung","Geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft eher nicht zu","Unwahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Unsicher","Trifft eher nicht zu","Eher nicht beabsichtigt"
"568","1980-01-01 00:00:00","6","de","1258851869","6848a568-cc05-f5c6-198a-821da4d8b610","Weiblich","56-65","2000 - unter 3000 Euro","Master-Abschluss","Bayern","81477","0","Stimme ich eher nicht zu","Trifft nicht zu","Sehr geringe Verbesserung","Sehr geringe Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft kaum zu","Trifft überhaupt nicht zu","Eher wahrscheinlich","Überhaupt keine Kenntnisse","Überhaupt keine Kontrolle","Wenig sicher","Trifft nicht zu","Eher nicht beabsichtigt"
"574","1980-01-01 00:00:00","6","de","1018283948","6848fc27-faa0-929a-4452-b2c3baa25343","Männlich","46-55","5000 Euro und mehr","Master-Abschluss","Bayern","85375","0","Stimme ich vollumfänglich zu","Trifft vollumfänglich zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft weitgehend zu","Wahrscheinlich","Grundlegende Kenntnisse","Geringe Kontrolle","Wenig sicher","Trifft eher nicht zu","Beabsichtigt"
